impression_id,clicked,lead,converted,stage
281,0,0,0,Impression
282,0,0,0,Impression
283,0,0,0,Impression
284,0,0,0,Impression
285,0,0,0,Impression
286,0,0,0,Impression
287,0,0,0,Impression
288,0,0,0,Impression
289,0,0,0,Impression
290,0,0,0,Impression
291,0,0,0,Impression
292,0,0,0,Impression
293,0,0,0,Impression
294,0,0,0,Impression
295,0,0,0,Impression
296,0,0,0,Impression
297,0,0,0,Impression
298,0,0,0,Impression
299,0,0,0,Impression
300,0,0,0,Impression
301,0,0,0,Impression
302,0,0,0,Impression
303,0,0,0,Impression
304,0,0,0,Impression
305,0,0,0,Impression
306,0,0,0,Impression
307,0,0,0,Impression
308,0,0,0,Impression
309,0,0,0,Impression
310,0,0,0,Impression
311,0,0,0,Impression
312,0,0,0,Impression
313,0,0,0,Impression
314,0,0,0,Impression
315,0,0,0,Impression
316,0,0,0,Impression
317,0,0,0,Impression
318,0,0,0,Impression
319,0,0,0,Impression
320,0,0,0,Impression
321,0,0,0,Impression
322,0,0,0,Impression
323,0,0,0,Impression
324,0,0,0,Impression
325,0,0,0,Impression
326,0,0,0,Impression
327,0,0,0,Impression
328,0,0,0,Impression
329,0,0,0,Impression
330,0,0,0,Impression
331,0,0,0,Impression
332,0,0,0,Impression
333,0,0,0,Impression
334,0,0,0,Impression
335,0,0,0,Impression
336,0,0,0,Impression
337,0,0,0,Impression
338,0,0,0,Impression
339,0,0,0,Impression
340,0,0,0,Impression
341,0,0,0,Impression
342,0,0,0,Impression
343,1,0,0,Click
344,0,0,0,Impression
345,0,0,0,Impression
346,0,0,0,Impression
347,0,0,0,Impression
348,0,0,0,Impression
349,0,0,0,Impression
350,0,0,0,Impression
351,0,0,0,Impression
352,0,0,0,Impression
353,0,0,0,Impression
354,0,0,0,Impression
355,0,0,0,Impression
356,0,0,0,Impression
357,0,0,0,Impression
358,0,0,0,Impression
359,0,0,0,Impression
360,0,0,0,Impression
361,0,0,0,Impression
362,0,0,0,Impression
363,0,0,0,Impression
364,0,0,0,Impression
365,0,0,0,Impression
366,0,0,0,Impression
367,0,0,0,Impression
368,0,0,0,Impression
369,0,0,0,Impression
370,0,0,0,Impression
371,0,0,0,Impression
372,0,0,0,Impression
373,0,0,0,Impression
374,0,0,0,Impression
375,0,0,0,Impression
376,0,0,0,Impression
377,0,0,0,Impression
378,0,0,0,Impression
379,0,0,0,Impression
380,0,0,0,Impression
381,0,0,0,Impression
382,0,0,0,Impression
383,0,0,0,Impression
384,0,0,0,Impression
385,0,0,0,Impression
386,0,0,0,Impression
387,0,0,0,Impression
388,0,0,0,Impression
389,0,0,0,Impression
390,0,0,0,Impression
391,0,0,0,Impression
392,0,0,0,Impression
393,0,0,0,Impression
394,0,0,0,Impression
395,0,0,0,Impression
396,0,0,0,Impression
397,0,0,0,Impression
398,0,0,0,Impression
399,0,0,0,Impression
400,0,0,0,Impression
401,0,0,0,Impression
402,0,0,0,Impression
403,0,0,0,Impression
404,0,0,0,Impression
405,0,0,0,Impression
406,0,0,0,Impression
407,0,0,0,Impression
408,0,0,0,Impression
409,0,0,0,Impression
410,0,0,0,Impression
411,0,0,0,Impression
412,0,0,0,Impression
413,0,0,0,Impression
414,0,0,0,Impression
415,0,0,0,Impression
416,0,0,0,Impression
417,0,0,0,Impression
418,0,0,0,Impression
419,0,0,0,Impression
420,0,0,0,Impression
421,0,0,0,Impression
422,0,0,0,Impression
423,0,0,0,Impression
424,0,0,0,Impression
425,0,0,0,Impression
426,0,0,0,Impression
427,0,0,0,Impression
428,0,0,0,Impression
429,0,0,0,Impression
430,0,0,0,Impression
431,0,0,0,Impression
432,0,0,0,Impression
433,0,0,0,Impression
434,0,0,0,Impression
435,0,0,0,Impression
436,0,0,0,Impression
437,0,0,0,Impression
438,0,0,0,Impression
439,0,0,0,Impression
440,0,0,0,Impression
441,0,0,0,Impression
442,0,0,0,Impression
443,0,0,0,Impression
444,0,0,0,Impression
445,0,0,0,Impression
446,0,0,0,Impression
447,0,0,0,Impression
448,0,0,0,Impression
449,0,0,0,Impression
450,0,0,0,Impression
451,0,0,0,Impression
452,0,0,0,Impression
453,0,0,0,Impression
454,0,0,0,Impression
455,0,0,0,Impression
456,0,0,0,Impression
457,0,0,0,Impression
458,0,0,0,Impression
459,0,0,0,Impression
460,0,0,0,Impression
461,0,0,0,Impression
462,0,0,0,Impression
463,0,0,0,Impression
464,0,0,0,Impression
465,0,0,0,Impression
466,0,0,0,Impression
467,0,0,0,Impression
468,0,0,0,Impression
469,0,0,0,Impression
470,0,0,0,Impression
471,0,0,0,Impression
472,0,0,0,Impression
473,0,0,0,Impression
474,0,0,0,Impression
475,0,0,0,Impression
476,0,0,0,Impression
477,0,0,0,Impression
478,0,0,0,Impression
479,0,0,0,Impression
480,0,0,0,Impression
481,0,0,0,Impression
482,0,0,0,Impression
483,0,0,0,Impression
484,0,0,0,Impression
485,0,0,0,Impression
486,0,0,0,Impression
487,0,0,0,Impression
488,0,0,0,Impression
489,0,0,0,Impression
490,0,0,0,Impression
491,0,0,0,Impression
492,0,0,0,Impression
493,0,0,0,Impression
494,0,0,0,Impression
495,0,0,0,Impression
496,0,0,0,Impression
497,0,0,0,Impression
498,0,0,0,Impression
499,0,0,0,Impression
500,0,0,0,Impression
501,0,0,0,Impression
502,0,0,0,Impression
503,1,0,0,Click
504,0,0,0,Impression
505,0,0,0,Impression
506,1,0,0,Click
507,0,0,0,Impression
508,0,0,0,Impression
509,0,0,0,Impression
510,0,0,0,Impression
511,0,0,0,Impression
512,0,0,0,Impression
513,0,0,0,Impression
514,0,0,0,Impression
515,0,0,0,Impression
516,0,0,0,Impression
517,0,0,0,Impression
518,0,0,0,Impression
519,0,0,0,Impression
520,0,0,0,Impression
521,0,0,0,Impression
522,0,0,0,Impression
523,0,0,0,Impression
524,0,0,0,Impression
525,0,0,0,Impression
526,0,0,0,Impression
527,0,0,0,Impression
528,0,0,0,Impression
529,0,0,0,Impression
530,0,0,0,Impression
531,0,0,0,Impression
532,0,0,0,Impression
533,0,0,0,Impression
534,0,0,0,Impression
535,0,0,0,Impression
536,0,0,0,Impression
537,0,0,0,Impression
538,0,0,0,Impression
539,0,0,0,Impression
540,0,0,0,Impression
541,0,0,0,Impression
542,0,0,0,Impression
543,0,0,0,Impression
544,0,0,0,Impression
545,0,0,0,Impression
546,0,0,0,Impression
547,0,0,0,Impression
548,0,0,0,Impression
549,0,0,0,Impression
550,0,0,0,Impression
551,0,0,0,Impression
552,0,0,0,Impression
553,0,0,0,Impression
554,0,0,0,Impression
555,0,0,0,Impression
556,0,0,0,Impression
557,0,0,0,Impression
558,0,0,0,Impression
559,0,0,0,Impression
560,0,0,0,Impression
561,0,0,0,Impression
562,0,0,0,Impression
563,0,0,0,Impression
564,0,0,0,Impression
565,0,0,0,Impression
566,0,0,0,Impression
567,0,0,0,Impression
568,0,0,0,Impression
569,0,0,0,Impression
570,0,0,0,Impression
571,0,0,0,Impression
572,0,0,0,Impression
573,0,0,0,Impression
574,1,0,0,Click
575,0,0,0,Impression
576,1,0,0,Click
577,0,0,0,Impression
578,0,0,0,Impression
579,1,0,0,Click
580,0,0,0,Impression
581,0,0,0,Impression
582,0,0,0,Impression
583,0,0,0,Impression
584,0,0,0,Impression
585,0,0,0,Impression
586,1,0,0,Click
587,0,0,0,Impression
588,0,0,0,Impression
589,0,0,0,Impression
590,0,0,0,Impression
591,0,0,0,Impression
592,0,0,0,Impression
593,0,0,0,Impression
594,0,0,0,Impression
595,0,0,0,Impression
596,0,0,0,Impression
597,0,0,0,Impression
598,0,0,0,Impression
599,0,0,0,Impression
600,0,0,0,Impression
601,0,0,0,Impression
602,0,0,0,Impression
603,0,0,0,Impression
604,0,0,0,Impression
605,0,0,0,Impression
606,0,0,0,Impression
607,0,0,0,Impression
608,0,0,0,Impression
609,0,0,0,Impression
610,0,0,0,Impression
611,0,0,0,Impression
612,0,0,0,Impression
613,0,0,0,Impression
614,0,0,0,Impression
615,0,0,0,Impression
616,0,0,0,Impression
617,0,0,0,Impression
618,0,0,0,Impression
619,0,0,0,Impression
620,0,0,0,Impression
621,0,0,0,Impression
622,0,0,0,Impression
623,0,0,0,Impression
624,0,0,0,Impression
625,0,0,0,Impression
626,0,0,0,Impression
627,0,0,0,Impression
628,0,0,0,Impression
629,0,0,0,Impression
630,0,0,0,Impression
631,0,0,0,Impression
632,0,0,0,Impression
633,0,0,0,Impression
634,0,0,0,Impression
635,0,0,0,Impression
636,0,0,0,Impression
637,0,0,0,Impression
638,0,0,0,Impression
639,0,0,0,Impression
640,0,0,0,Impression
641,0,0,0,Impression
642,0,0,0,Impression
643,0,0,0,Impression
644,0,0,0,Impression
645,0,0,0,Impression
646,0,0,0,Impression
647,0,0,0,Impression
648,0,0,0,Impression
649,0,0,0,Impression
650,0,0,0,Impression
651,0,0,0,Impression
652,0,0,0,Impression
653,0,0,0,Impression
654,0,0,0,Impression
655,0,0,0,Impression
656,1,0,0,Click
657,0,0,0,Impression
658,0,0,0,Impression
659,0,0,0,Impression
660,0,0,0,Impression
661,0,0,0,Impression
662,0,0,0,Impression
663,0,0,0,Impression
664,0,0,0,Impression
665,0,0,0,Impression
666,0,0,0,Impression
667,0,0,0,Impression
668,0,0,0,Impression
669,0,0,0,Impression
670,0,0,0,Impression
671,0,0,0,Impression
672,0,0,0,Impression
673,0,0,0,Impression
674,1,0,0,Click
675,0,0,0,Impression
676,0,0,0,Impression
677,0,0,0,Impression
678,0,0,0,Impression
679,0,0,0,Impression
680,0,0,0,Impression
681,0,0,0,Impression
682,0,0,0,Impression
683,0,0,0,Impression
684,0,0,0,Impression
685,0,0,0,Impression
686,0,0,0,Impression
687,0,0,0,Impression
688,0,0,0,Impression
689,0,0,0,Impression
690,0,0,0,Impression
691,1,0,0,Click
692,0,0,0,Impression
693,0,0,0,Impression
694,0,0,0,Impression
695,0,0,0,Impression
696,0,0,0,Impression
697,0,0,0,Impression
698,0,0,0,Impression
699,0,0,0,Impression
700,0,0,0,Impression
701,0,0,0,Impression
702,0,0,0,Impression
703,0,0,0,Impression
704,0,0,0,Impression
705,0,0,0,Impression
706,0,0,0,Impression
707,0,0,0,Impression
708,0,0,0,Impression
709,0,0,0,Impression
710,0,0,0,Impression
711,0,0,0,Impression
712,0,0,0,Impression
713,0,0,0,Impression
714,0,0,0,Impression
715,0,0,0,Impression
716,0,0,0,Impression
717,0,0,0,Impression
718,0,0,0,Impression
719,0,0,0,Impression
720,0,0,0,Impression
721,0,0,0,Impression
722,0,0,0,Impression
723,0,0,0,Impression
724,0,0,0,Impression
725,0,0,0,Impression
726,0,0,0,Impression
727,0,0,0,Impression
728,0,0,0,Impression
729,0,0,0,Impression
730,0,0,0,Impression
731,0,0,0,Impression
732,0,0,0,Impression
733,0,0,0,Impression
734,0,0,0,Impression
735,0,0,0,Impression
736,0,0,0,Impression
737,0,0,0,Impression
738,0,0,0,Impression
739,0,0,0,Impression
740,0,0,0,Impression
741,0,0,0,Impression
742,0,0,0,Impression
743,0,0,0,Impression
744,0,0,0,Impression
745,0,0,0,Impression
746,0,0,0,Impression
747,0,0,0,Impression
748,0,0,0,Impression
749,0,0,0,Impression
750,0,0,0,Impression
751,0,0,0,Impression
752,0,0,0,Impression
753,0,0,0,Impression
754,0,0,0,Impression
755,0,0,0,Impression
756,0,0,0,Impression
757,0,0,0,Impression
758,0,0,0,Impression
759,0,0,0,Impression
760,0,0,0,Impression
761,0,0,0,Impression
762,0,0,0,Impression
763,0,0,0,Impression
764,0,0,0,Impression
765,0,0,0,Impression
766,0,0,0,Impression
767,0,0,0,Impression
768,0,0,0,Impression
769,0,0,0,Impression
770,0,0,0,Impression
771,0,0,0,Impression
772,0,0,0,Impression
773,0,0,0,Impression
774,0,0,0,Impression
775,0,0,0,Impression
776,0,0,0,Impression
777,0,0,0,Impression
778,0,0,0,Impression
779,0,0,0,Impression
780,0,0,0,Impression
781,0,0,0,Impression
782,0,0,0,Impression
783,0,0,0,Impression
784,0,0,0,Impression
785,0,0,0,Impression
786,0,0,0,Impression
787,0,0,0,Impression
788,0,0,0,Impression
789,1,0,0,Click
790,0,0,0,Impression
791,0,0,0,Impression
792,0,0,0,Impression
793,0,0,0,Impression
794,0,0,0,Impression
795,0,0,0,Impression
796,0,0,0,Impression
797,0,0,0,Impression
798,0,0,0,Impression
799,0,0,0,Impression
800,0,0,0,Impression
801,0,0,0,Impression
802,0,0,0,Impression
803,0,0,0,Impression
804,0,0,0,Impression
805,1,0,0,Click
806,0,0,0,Impression
807,0,0,0,Impression
808,0,0,0,Impression
809,0,0,0,Impression
810,0,0,0,Impression
811,0,0,0,Impression
812,0,0,0,Impression
813,0,0,0,Impression
814,0,0,0,Impression
815,0,0,0,Impression
816,0,0,0,Impression
817,0,0,0,Impression
818,0,0,0,Impression
819,0,0,0,Impression
820,0,0,0,Impression
821,0,0,0,Impression
822,1,0,0,Click
823,0,0,0,Impression
824,0,0,0,Impression
825,0,0,0,Impression
826,0,0,0,Impression
827,0,0,0,Impression
828,0,0,0,Impression
829,0,0,0,Impression
830,0,0,0,Impression
831,0,0,0,Impression
832,0,0,0,Impression
833,0,0,0,Impression
834,1,0,0,Click
835,0,0,0,Impression
836,0,0,0,Impression
837,0,0,0,Impression
838,0,0,0,Impression
839,0,0,0,Impression
840,0,0,0,Impression
841,0,0,0,Impression
842,0,0,0,Impression
843,0,0,0,Impression
844,0,0,0,Impression
845,0,0,0,Impression
846,0,0,0,Impression
847,0,0,0,Impression
848,0,0,0,Impression
849,0,0,0,Impression
850,0,0,0,Impression
851,0,0,0,Impression
852,0,0,0,Impression
853,0,0,0,Impression
854,0,0,0,Impression
855,0,0,0,Impression
856,0,0,0,Impression
857,1,0,0,Click
858,0,0,0,Impression
859,0,0,0,Impression
860,0,0,0,Impression
861,0,0,0,Impression
862,0,0,0,Impression
863,0,0,0,Impression
864,0,0,0,Impression
865,0,0,0,Impression
866,0,0,0,Impression
867,1,0,0,Click
868,0,0,0,Impression
869,0,0,0,Impression
870,0,0,0,Impression
871,0,0,0,Impression
872,0,0,0,Impression
873,0,0,0,Impression
874,0,0,0,Impression
875,0,0,0,Impression
876,0,0,0,Impression
877,0,0,0,Impression
878,0,0,0,Impression
879,0,0,0,Impression
880,0,0,0,Impression
881,0,0,0,Impression
882,0,0,0,Impression
883,0,0,0,Impression
884,1,0,0,Click
885,0,0,0,Impression
886,0,0,0,Impression
887,0,0,0,Impression
888,0,0,0,Impression
889,0,0,0,Impression
890,0,0,0,Impression
891,0,0,0,Impression
892,0,0,0,Impression
893,0,0,0,Impression
894,0,0,0,Impression
895,0,0,0,Impression
896,0,0,0,Impression
897,0,0,0,Impression
898,0,0,0,Impression
899,0,0,0,Impression
900,0,0,0,Impression
901,0,0,0,Impression
902,0,0,0,Impression
903,0,0,0,Impression
904,0,0,0,Impression
905,0,0,0,Impression
906,0,0,0,Impression
907,0,0,0,Impression
908,0,0,0,Impression
909,0,0,0,Impression
910,0,0,0,Impression
911,0,0,0,Impression
912,0,0,0,Impression
913,0,0,0,Impression
914,0,0,0,Impression
915,0,0,0,Impression
916,0,0,0,Impression
917,0,0,0,Impression
918,0,0,0,Impression
919,0,0,0,Impression
920,0,0,0,Impression
921,0,0,0,Impression
922,0,0,0,Impression
923,0,0,0,Impression
924,0,0,0,Impression
925,0,0,0,Impression
926,0,0,0,Impression
927,0,0,0,Impression
928,0,0,0,Impression
929,1,0,0,Click
930,0,0,0,Impression
931,0,0,0,Impression
932,0,0,0,Impression
933,0,0,0,Impression
934,0,0,0,Impression
935,0,0,0,Impression
936,0,0,0,Impression
937,0,0,0,Impression
938,0,0,0,Impression
939,0,0,0,Impression
940,0,0,0,Impression
941,0,0,0,Impression
942,0,0,0,Impression
943,0,0,0,Impression
944,0,0,0,Impression
945,0,0,0,Impression
946,0,0,0,Impression
947,0,0,0,Impression
948,0,0,0,Impression
949,0,0,0,Impression
950,0,0,0,Impression
951,0,0,0,Impression
952,0,0,0,Impression
953,0,0,0,Impression
954,0,0,0,Impression
955,0,0,0,Impression
956,0,0,0,Impression
957,0,0,0,Impression
958,0,0,0,Impression
959,0,0,0,Impression
960,0,0,0,Impression
961,0,0,0,Impression
962,0,0,0,Impression
963,0,0,0,Impression
964,0,0,0,Impression
965,0,0,0,Impression
966,0,0,0,Impression
967,0,0,0,Impression
968,0,0,0,Impression
969,0,0,0,Impression
970,0,0,0,Impression
971,0,0,0,Impression
972,0,0,0,Impression
973,0,0,0,Impression
974,0,0,0,Impression
975,0,0,0,Impression
976,0,0,0,Impression
977,0,0,0,Impression
978,0,0,0,Impression
979,0,0,0,Impression
980,0,0,0,Impression
981,1,0,0,Click
982,0,0,0,Impression
983,0,0,0,Impression
984,0,0,0,Impression
985,0,0,0,Impression
986,1,0,0,Click
987,0,0,0,Impression
988,0,0,0,Impression
989,0,0,0,Impression
990,0,0,0,Impression
991,0,0,0,Impression
992,0,0,0,Impression
993,0,0,0,Impression
994,0,0,0,Impression
995,0,0,0,Impression
996,0,0,0,Impression
997,0,0,0,Impression
998,0,0,0,Impression
999,0,0,0,Impression
1000,0,0,0,Impression
1001,0,0,0,Impression
1002,0,0,0,Impression
1003,0,0,0,Impression
1004,0,0,0,Impression
1005,0,0,0,Impression
1006,0,0,0,Impression
1007,0,0,0,Impression
1008,0,0,0,Impression
1009,0,0,0,Impression
1010,0,0,0,Impression
1011,0,0,0,Impression
1012,0,0,0,Impression
1013,0,0,0,Impression
1014,0,0,0,Impression
1015,0,0,0,Impression
1016,0,0,0,Impression
1017,0,0,0,Impression
1018,0,0,0,Impression
1019,0,0,0,Impression
1020,0,0,0,Impression
1021,0,0,0,Impression
1022,0,0,0,Impression
1023,0,0,0,Impression
1024,0,0,0,Impression
1025,0,0,0,Impression
1026,0,0,0,Impression
1027,0,0,0,Impression
1028,0,0,0,Impression
1029,0,0,0,Impression
1030,0,0,0,Impression
1031,0,0,0,Impression
1032,0,0,0,Impression
1033,0,0,0,Impression
1034,0,0,0,Impression
1035,0,0,0,Impression
1036,0,0,0,Impression
1037,0,0,0,Impression
1038,0,0,0,Impression
1039,0,0,0,Impression
1040,0,0,0,Impression
1041,0,0,0,Impression
1042,0,0,0,Impression
1043,0,0,0,Impression
1044,0,0,0,Impression
1045,0,0,0,Impression
1046,1,0,0,Click
1047,0,0,0,Impression
1048,0,0,0,Impression
1049,0,0,0,Impression
1050,0,0,0,Impression
1051,0,0,0,Impression
1052,0,0,0,Impression
1053,0,0,0,Impression
1054,0,0,0,Impression
1055,1,0,0,Click
1056,0,0,0,Impression
1057,0,0,0,Impression
1058,1,0,0,Click
1059,0,0,0,Impression
1060,0,0,0,Impression
1061,0,0,0,Impression
1062,0,0,0,Impression
1063,0,0,0,Impression
1064,0,0,0,Impression
1065,0,0,0,Impression
1066,0,0,0,Impression
1067,0,0,0,Impression
1068,0,0,0,Impression
1069,0,0,0,Impression
1070,0,0,0,Impression
1071,0,0,0,Impression
1072,0,0,0,Impression
1073,0,0,0,Impression
1074,0,0,0,Impression
1075,0,0,0,Impression
1076,0,0,0,Impression
1077,0,0,0,Impression
1078,0,0,0,Impression
1079,0,0,0,Impression
1080,0,0,0,Impression
1081,0,0,0,Impression
1082,0,0,0,Impression
1083,0,0,0,Impression
1084,0,0,0,Impression
1085,0,0,0,Impression
1086,0,0,0,Impression
1087,0,0,0,Impression
1088,0,0,0,Impression
1089,0,0,0,Impression
1090,0,0,0,Impression
1091,0,0,0,Impression
1092,1,1,0,Lead
1093,0,0,0,Impression
1094,0,0,0,Impression
1095,0,0,0,Impression
1096,0,0,0,Impression
1097,0,0,0,Impression
1098,0,0,0,Impression
1099,0,0,0,Impression
1100,0,0,0,Impression
1101,0,0,0,Impression
1102,0,0,0,Impression
1103,0,0,0,Impression
1104,0,0,0,Impression
1105,0,0,0,Impression
1106,0,0,0,Impression
1107,0,0,0,Impression
1108,0,0,0,Impression
1109,0,0,0,Impression
1110,0,0,0,Impression
1111,0,0,0,Impression
1112,0,0,0,Impression
1113,0,0,0,Impression
1114,0,0,0,Impression
1115,0,0,0,Impression
1116,0,0,0,Impression
1117,0,0,0,Impression
1118,0,0,0,Impression
1119,0,0,0,Impression
1120,0,0,0,Impression
1121,0,0,0,Impression
1122,0,0,0,Impression
1123,0,0,0,Impression
1124,0,0,0,Impression
1125,0,0,0,Impression
1126,0,0,0,Impression
1127,0,0,0,Impression
1128,0,0,0,Impression
1129,0,0,0,Impression
1130,0,0,0,Impression
1131,0,0,0,Impression
1132,0,0,0,Impression
1133,0,0,0,Impression
1134,0,0,0,Impression
1135,0,0,0,Impression
1136,0,0,0,Impression
1137,0,0,0,Impression
1138,0,0,0,Impression
1139,0,0,0,Impression
1140,0,0,0,Impression
1141,0,0,0,Impression
1142,0,0,0,Impression
1143,0,0,0,Impression
1144,0,0,0,Impression
1145,0,0,0,Impression
1146,0,0,0,Impression
1147,0,0,0,Impression
1148,0,0,0,Impression
1149,0,0,0,Impression
1150,0,0,0,Impression
1151,0,0,0,Impression
1152,0,0,0,Impression
1153,0,0,0,Impression
